Meghan Trainor,Like I’m Gonna Lose You (feat. John Legend),Pop,2010s and beyond,2015,Bare your soul,Duet,Hard,"Mezzo, Baritone"
Melissa Etheridge,I’m The Only One,Country,90s,1993,Swagger,,Medium,Mezzo
Men Without Hats,The Safety Dance,Pop,80s,1984,"Get happy, Just dance",,Easy,Bass
Meredith Brooks,Bitch,Pop,90s,1997,Swagger,,Easy,Alto
Michael Bublé,Haven’t Met You Yet,Pop,2000s,2009,Get happy,,Medium,Baritone
Michael Franti and Spearhead,The Sound Of Sunshine,Pop,2010s and beyond,2010,"Get happy, Just dance",,Easy,Bass
Michelle Branch,All You Wanted,Pop,2000s,2001,Bare your soul,,Easy,Mezzo
Missy Elliott,Lose Control,Rap/Hip hop,2000s,2005,"Just dance, Swagger",,Medium,Alto
Montell Jordan,This Is How We Do It,Pop,90s,1995,Swagger,,Medium,Baritone
Muse,Starlight,Rock,2000s,2006,Get happy,,Medium,Tenor
Nancy Sinatra,These Boots Are Made for Walkin’,Pop,60s and earlier,1967,Swagger,,Easy,Alto
Nat King Cole,Love,Jazz,60s and earlier,1965,Get happy,,Medium,Bass
Natalie Imbruglia,Torn,Pop,90s,1997,Bare your soul,,Easy,Soprano
Neil Diamond,Sweet Caroline,Rock,60s and earlier,1969,Get happy,,Easy,Baritone
New Order,Bizarre Love Triangle,Pop,80s,1986,"Just dance, Bare your soul",,Easy,Bass
Nicki Minaj,Super Bass,Rap/Hip hop,2010s and beyond,2010,"Swagger, Just dance",,Hard,Mezzo
Nicole Kidman and Ewan McGregor,Come What May (From Moulin Rouge Soundtrack),Stage and Screen,2000s,2001,"Bare your soul, Get happy",Duet,Medium,"Soprano, Tenor"
"Nicole Kidman, Ewan McGregor and Jamie Allen",Elephant Love Medley (From Moulin Rouge Soundtrack),Stage and Screen,2000s,2001,Bare your soul,Duet,Hard,"Mezzo, Baritone"
Nina Simone,Feeling Good,R and B,60s and earlier,1965,Get happy,,Hard,Mezzo
Nirvana,Smells Like Teen Spirit,Rock,90s,1991,Rage on,,Easy,Baritone
No Doubt,Don’t Speak,Pop,90s,1995,Bare your soul,,Medium,Alto
No Doubt,Just A Girl,Rock,90s,1995,Rage on,,Easy,Alto
Norah Jones,Don’t Know Why,Pop,2000s,2002,Bare your soul,,Medium,Alto
Oasis,Wonderwall,Rock,90s,1995,Bare your soul,,Easy,Baritone
Olivia Rodrigo,drivers license,Pop,2010s and beyond,2021,"Bare your soul, Rage on",,Hard,Soprano
Olivia Rodrigo,traitor,Pop,2010s and beyond,2021,"Bare your soul, Rage on",,Hard,Soprano
Olivia Rodrigo,good 4 u,Pop,2010s and beyond,2021,Rage on,,Hard,Soprano
Once (Original Cast),Falling Slowly,Stage and Screen,2000s,2007,Bare your soul,Duet,Hard,"Alto, Bass"
One Direction,Night Changes,Pop,2010s and beyond,2014,Bare your soul,Duet,Easy,Bass
Original Broadway Cast of Hamilton,You’ll Be Back,Stage and Screen,2010s and beyond,2015,Get happy,,Medium,Baritone
Otis Redding,(Sittin’ On) the Dock of the Bay,R and B,60s and earlier,1967,Bare your soul,,Easy,Bass
Outkast,Hey Ya!,Rap/Hip hop,2000s,2003,"Get happy, Just dance",Group,Medium,Bass
Owl City,Fireflies,Pop,2000s,2009,Get happy,,Medium,Tenor
P!nk,Just Give Me a Reason (feat. Nate Ruess),Pop,2010s and beyond,2012,Bare your soul,Duet,Medium,"Soprano, Tenor"
P!nk,Raise Your Glass,Pop,2010s and beyond,2010,"Get happy, Just dance",,Hard,Soprano
Paramore,Misery Business,Rock,2000s,2007,"Swagger, Rage on",,Hard,Mezzo
Passenger,Let Her Go,Pop,2010s and beyond,2012,Bare your soul,,Easy,Bass
Pat Benatar,Love Is A Battlefield,Rock,80s,1983,"Just dance, Swagger",,Medium,Soprano
Pat Benatar,Hit Me With Your Best Shot,Pop,80s,1980,"Just dance, Get happy",,Easy,Mezzo
Patsy Cline,Walkin’ After Midnight,Country,60s and earlier,1957,Bare your soul,,Easy,Mezzo
Patsy Cline,Crazy,Country,60s and earlier,1961,Bare your soul,,Easy,Mezzo
Paul McCartney,Maybe I’m Amazed,Rock,70s,1970,"Bare your soul, Get happy",,Hard,Tenor
Pearl Jam,Last Kiss,Rock,90s,1998,Bare your soul,,Easy,Baritone
Peggy Lee,Why Don’t You Do Right (Get Me Some Money Too),Stage and Screen,60s and earlier,1947,Swagger,,Easy,Alto
Peter Cetera,Glory of Love,Pop,80s,1986,Bare your soul,,Hard,Tenor
"Peter, Paul and Mary",Leaving On A Jet Plane,Folk,60s and earlier,1967,Bare your soul,,Easy,Alto
Phil Collins,Against All Odds (Take a Look at Me Now),Pop,80s,1984,Bare your soul,,Easy,Baritone
Phil Collins,You’ll Be In My Heart (Soundtrack Version),Stage and Screen,2010s and beyond,2014,Get happy,,Easy,Baritone
Phil Collins,In The Air Tonight,Pop,80s,1981,"Bare your soul, Rage on",,Medium,Baritone
Phil Collins,Sussudio,Pop,80s,1985,"Just dance, Get happy",,Medium,Tenor
Philip Bailey and Phil Collins,Easy Lover,Pop,80s,1984,Just dance,Duet,Hard,Tenor
Post Malone,Better Now,Rap/Hip hop,2010s and beyond,2018,"Bare your soul, Just dance",,Medium,Baritone
Prince,When Doves Cry,R and B,80s,1984,"Just dance, Swagger",,Medium,Baritone
Puddle Of Mudd,Blurry,Rock,2000s,2001,"Bare your soul, Rage on",,Medium,Baritone
Queen,Bohemian Rhapsody,Rock,70s,1975,"Swagger, Bare your soul, Rage on",Group,Hard,Tenor
Queen,Don’t Stop Me Now,Rock,70s,1978,"Just dance, Get happy",Group,Hard,Tenor
Queen and David Bowie,Under Pressure,Rock,80s,1982,Bare your soul,Duet,Hard,Tenor
Radiohead,Creep,Rock,90s,1993,Bare your soul,,Easy,Baritone
Ray Charles,Hit the Road Jack,R and B,60s and earlier,1962,Rage on,Group,Easy,Alto
Red Hot Chili Peppers,Under the Bridge,Rock,90s,1991,Bare your soul,,Easy,Bass
Red Hot Chili Peppers,Californication,Rock,90s,1999,"Bare your soul, Get happy",,Medium,Baritone
Original Motion Picture Cast of RENT,One Song Glory,Stage and Screen,2000s,2005,Bare your soul,,Medium,Baritone
REO Speedwagon,Can’t Fight This Feeling,Rock,80s,1984,Bare your soul,,Medium,Tenor
Rick Astley,Never Gonna Give You Up,Pop,80s,1987,"Get happy, Just dance",,Medium,Baritone
Ricky Martin,Livin’ la Vida Loca,Pop,90s,1999,Just dance,,Medium,Tenor
Right Said Fred,I’m Too Sexy,Pop,90s,1992,"Just dance, Swagger",,Easy,Bass
Rihanna,Take A Bow,Pop,2000s,2008,"Swagger, Rage on",,Medium,Mezzo
Rihanna,Umbrella (feat. JAY-Z),Pop,2000s,2007,"Just dance, Get happy",,Easy,Mezzo
Rihanna,Pon de Replay,Pop,2000s,2005,"Get happy, Just dance",,Easy,Alto
Robert Palmer,Addicted To Love,R and B,80s,1985,Swagger,,Medium,Baritone
"Rosario Dawson, Taye Diggs, Idina Menzel, Jesse L. Martin, Adam Pascal, Tracie Thoms, Anthony Rapp and Wilson Jermaine Heredia",Seasons of Love,Stage and Screen,2000s,2005,Get happy,Group,Medium,Soprano
Sade,Smooth Operator,Pop,80s,1984,Bare your soul,,Easy,Alto
Salt-N-Pepa,Shoop,Rap/Hip hop,90s,1993,"Just dance, Get happy",Duet,Hard,Mezzo
Sam Cooke,Bring It On Home To Me,R and B,60s and earlier,1958,"Bare your soul, Swagger",,Easy,Tenor
Sam Cooke,Twistin’ The Night Away,R and B,60s and earlier,1961,"Just dance, Get happy, Swagger",,Medium,Tenor
Sam Cooke,A Change Is Gonna Come,R and B,60s and earlier,1964,"Swagger, Bare your soul",,Medium,Baritone
Sam Smith,Stay With Me,Pop,2010s and beyond,2014,Bare your soul,,Hard,Tenor
Santana,Put Your Lights On (feat. Everlast),Rock,2000s,2007,Bare your soul,,Easy,Bass
Sara Bareilles,Love Song,Pop,2000s,2007,"Bare your soul, Rage on",,Medium,Alto
Sara Bareilles,She Used To Be Mine,Pop,2010s and beyond,2015,Bare your soul,,Medium,Mezzo
Sarah McLachlan,Angel,Pop,90s,1997,Bare your soul,,Medium,Mezzo
Screamin’ Jay Hawkins,I Put a Spell on You,R and B,60s and earlier,1955,Rage on,,Hard,Tenor
Seal,Kiss from a Rose,Pop,90s,1994,"Bare your soul, Get happy",,Hard,Tenor
Sean Kingston,Beautiful Girls,Pop,2000s,2007,"Get happy, Just dance",,Medium,Bass
Sean Paul,Temperature,Reggae/Ska,2000s,2005,"Swagger, Just dance",,Medium,Bass
Selena,Dreaming Of You,Latin,90s,1996,"Bare your soul, Get happy",,Easy,Soprano
Shakira,Hips Don’t Lie (feat. Wyclef Jean),Rock,2000s,2005,"Just dance, Swagger",Duet,Hard,"Mezzo, Baritone"
Shakira,Can’t Remember to Forget You (feat. Rihanna),Pop,2010s and beyond,2014,"Just dance, Rage on",Duet,Hard,Mezzo
Shakira,"Whenever, Wherever",Pop,2000s,2001,"Just dance, Get happy",,Medium,Mezzo
Shakira,Objection (From Tango),Stage and Screen,2000s,2001,Just dance,,Medium,Mezzo
Shania Twain,From This Moment On ,Country,90s,1997,Bare your soul,,Easy,Mezzo
Shawn Mendes,There’s Nothing Holdin’ Me Back,Pop,2010s and beyond,2017,"Get happy, Just dance",,Hard,Tenor
Shawn Mendes and Camila Cabello,Señorita,Pop,2010s and beyond,2019,Get happy,Duet,Medium,"Mezzo, Baritone"
Sia,Chandelier,Pop,2010s and beyond,2014,"Bare your soul, Just dance, Get happy",,Hard,Soprano
Simon and Garfunkel,Mrs. Robinson (From The Graduate Soundtrack),Stage and Screen,60s and earlier,1968,Get happy,Duet,Medium,Baritone
Simon and Garfunkel,Bridge Over Troubled Water,Pop,70s,1970,Bare your soul,Duet,Hard,Baritone
Sinéad O’Connor,Nothing Compares 2 U,Pop,80s,1989,Bare your soul,,Medium,Mezzo
Sir Mix-A-Lot,Baby Got Back,Rap/Hip hop,90s,1992,"Swagger, Just dance",,Hard,Bass
Sixpence None The Richer,Kiss Me,Pop,90s,1997,Get happy,,Easy,Mezzo
Skrillex and Rick Ross,Purple Lamborghini,Rap/Hip hop,2010s and beyond,2016,Rage on,,Hard,Bass
Smash Mouth,All Star,Rock,90s,1999,"Get happy, Swagger",,Medium,Baritone
Snoop Dogg,Drop It Like It’s Hot (feat. Pharrell Williams),Rap/Hip hop,2000s,2004,Swagger,,Easy,Bass
Soft Cell,Tainted Love,Pop,80s,1981,"Just dance, Rage on",,Easy,Baritone
Sonny and Cher,I Got You Babe,Pop,60s and earlier,1965,Get happy,Duet,Easy,"Mezzo, Baritone"
Spice Girls,Wannabe,Pop,90s,1996,"Swagger, Just dance",Group,Medium,Mezzo
Staind,It’s Been Awhile,Rock,2000s,2001,"Bare your soul, Rage on",,Medium,Bass
Starship,Nothing’s Gonna Stop Us Now,Rock,80s,1987,"Bare your soul, Get happy",,Medium,Tenor
Stevie Nicks,Edge of Seventeen,Pop,80s,1981,"Rage on, Bare your soul",,Medium,Soprano
Sting,Fields Of Gold,Pop,90s,1993,Bare your soul,,Easy,Bass
Stockard Channing,There Are Worse Things I Could Do (From Grease),Stage and Screen,70s,1978,"Bare your soul, Swagger",,Medium,Mezzo
Stone Temple Pilots,Interstate Love Song,Rock,90s,1994,Rage on,,Easy,Bass
Sublime,Santeria,Rock,90s,1992,"Swagger, Get happy",,Medium,Baritone
Sufjan Stevens,Chicago,Pop,2000s,2005,Bare your soul,,Easy,Bass
Sugar Beats (Children’s),Build Me up Buttercup,Stage and Screen,90s,1999,Get happy,,Medium,Mezzo
Sum 41,The Hell Song,Rock,2000s,2002,Rage on,,Easy,Baritone
Sum 41,Fat Lip,Rock,2000s,2001,"Rage on, Swagger",,Medium,Baritone
Suzanne Vega,Tom’s Diner,Pop,90s,1990,"Just dance, Get happy",,Medium,Alto
System Of A Down,Aerials,Rock,2000s,2008,Rage on,,Easy,Bass
System Of A Down,Toxicity,Rock,2000s,2001,Rage on,,Hard,Tenor
Take That,Back for Good,Pop,90s,1995,Bare your soul,,Medium,Baritone
Taylor Swift,Blank Space,Pop,2010s and beyond,2014,Swagger,,Easy,Mezzo
Taylor Swift,We Are Never Ever Getting Back Together,Pop,2010s and beyond,2021,"Rage on, Bare your soul",,Medium,Mezzo
Taylor Swift,Style,Pop,2010s and beyond,2014,"Get happy, Just dance",,Easy,Mezzo
Taylor Swift,willow,Pop,2010s and beyond,2020,Bare your soul,,Medium,Mezzo
Taylor Swift,Love Story,Pop,2000s,2008,"Bare your soul, Get happy",,Easy,Mezzo
Taylor Swift,You Belong With Me,Pop,2000s,2008,Bare your soul,,Medium,Mezzo
Tennessee Ernie Ford,Sixteen Tons,Pop,60s and earlier,1955,Swagger,,Medium,Bass
The All-American Rejects,Gives You Hell,Rock,2000s,2008,"Rage on, Swagger",,Medium,Baritone
The Alley Cats (R and B),Unchained Melody,Pop,60s and earlier,1962,Bare your soul,,Hard,Tenor
The B-52’s,Love Shack,Rock,80s,1989,"Just dance, Get happy",Duet,Medium,"Mezzo, Baritone"
The Band,The Weight,Pop,60s and earlier,1968,"Get happy, Bare your soul",Group,Easy,Baritone
The Bangles,Eternal Flame,Pop,80s,1989,Bare your soul,,Medium,Mezzo
The Beach Boys,Good Vibrations,Pop,60s and earlier,1966,Get happy,,Hard,Tenor
The Beach Boys,Surfer Girl,Pop,60s and earlier,1963,"Get happy, Bare your soul",,Hard,Tenor
The Beach Boys,California Girls,Pop,60s and earlier,1965,Get happy,,Hard,Baritone
The Beach Boys,Wouldn’t It Be Nice,Pop,60s and earlier,1966,Get happy,,Hard,Baritone
The Beatles,Come Together,Rock,60s and earlier,1969,Swagger,,Medium,Baritone
The Beatles,Hey Jude,Rock,60s and earlier,1969,Bare your soul,,Easy,Baritone
The Beatles,Let It Be,Pop,60s and earlier,1969,Bare your soul,,Medium,Baritone
The Beatles,All My Loving,Rock,60s and earlier,1964,Get happy,Group,Medium,Baritone
The Beatles,Twist And Shout,Pop,60s and earlier,"Get happy, Just dance","Get happy, Just dance",Group,Easy,Tenor
The Beatles,Helter Skelter,Pop,60s and earlier,1968,Rage on,,Hard,Baritone
The Cardigans,Lovefool,Pop,90s,1996,"Just dance, Bare your soul",,Medium,Mezzo
The Chainsmokers,Closer (feat. Halsey),Dance,2010s and beyond,2016,Get happy,Duet,Medium,Baritone
The Chainsmokers,Paris,Dance,2010s and beyond,2017,"Just dance, Get happy",,Easy,Bass
The Chainsmokers and Coldplay,Something Just Like This,Dance,2010s and beyond,2017,"Bare your soul, Just dance",,Medium,Baritone
The Cranberries,Dreams,Rock,90s,1993,Bare your soul,,Hard,Soprano
The Cranberries,Zombie,Pop,90s,1994,Rage on,,Easy,Mezzo
The Cure,Just like Heaven,Rock,80s,1987,"Just dance, Get happy",,Medium,Baritone
The Cure,Friday I’m in Love,Pop,90s,1992,Get happy,,Easy,Bass
The Doors,Love Me Two Times,Rock,60s and earlier,1967,Swagger,,Easy,Tenor
The Goo Goo Dolls,Slide,Pop,90s,1998,Get happy,,Medium,Baritone
The Guess Who,These Eyes,Rock,70s,1970,Bare your soul,,Medium,Baritone
The Human League,Don’t You Want Me,Pop,80s,1981,"Get happy, Just dance",Duet,Easy,Bass
The Killers,Mr. Brightside,Rock,2000s,2004,"Bare your soul, Just dance",,Medium,Baritone
The Knack,My Sharona,Rock,70s,1979,"Just dance, Swagger",,Easy,Bass
The Mamas and The Papas,Dream A Little Dream Of Me,Pop,60s and earlier,1968,Get happy,,Medium,Mezzo
The Mamas and The Papas,California Dreamin’,Pop,60s and earlier,1966,Bare your soul,Group,Medium,Baritone
The Monkees,Daydream Believer,Pop,60s and earlier,1967,Get happy,,Hard,Baritone
The Pretenders,I’ll Stand by You,Rock,90s,1994,"Bare your soul, Get happy",,Medium,Mezzo
The Proclaimers,I’m Gonna Be (500 Miles),Pop,2000s,2002,Get happy,,Medium,Baritone
The Righteous Brothers,(You’re My) Soul And Inspiration,Pop,60s and earlier,1966,Bare your soul,Duet,Medium,Baritone
The Rolling Stones,(I Can’t Get No) Satisfaction,Rock,60s and earlier,1965,"Swagger, Get happy",,Easy,Tenor
The Rolling Stones,"Paint It, Black",Pop,60s and earlier,1966,Rage on,,Easy,Bass
The Rolling Stones,When The Whip Comes Down,Rock,70s,1978,"Swagger, Just dance",,Easy,Baritone
The Ronettes,Be My Baby,Pop,60s and earlier,1963,Get happy,,Medium,Mezzo
The Smashing Pumpkins,Bullet With Butterfly Wings,Pop,90s,1995,Rage on,,Medium,Baritone
The Supremes,You Keep Me Hangin’ On,Pop,60s and earlier,1966,"Rage on, Get happy",Group,Easy,Soprano
The Supremes,You Can’t Hurry Love,R and B,60s and earlier,1966,Get happy,Group,Medium,Mezzo
The Verve,Bitter Sweet Symphony,Rock,90s,1997,Bare your soul,,Easy,Baritone
The Weather Girls,It’s Raining Men,R and B,80s,1982,"Just dance, Swagger",Duet,Hard,Soprano
The Weeknd,Can’t Feel My Face,R and B,2010s and beyond,2015,"Just dance, Bare your soul",,Medium,Tenor
The Weeknd,Blinding Lights,R and B,2010s and beyond,2019,Just dance,Duet,Hard,Tenor
The Weeknd,Call Out My Name,R and B,2010s and beyond,2018,Swagger,,Easy,Tenor
The Who,My Generation,Rock,60s and earlier,1965,"Rage on, Swagger, Just dance",,Easy,Baritone
The Who,Behind Blue Eyes,Pop,70s,1971,Bare your soul,,Easy,Baritone
The xx,Crystalised,Rock,2000s,2009,Bare your soul,Duet,Medium,"Alto, Bass"
Third Eye Blind,Semi-Charmed Life,Rock,90s,1997,"Just dance, Get happy",,Medium,Baritone
Three Dog Night,One,Rock,60s and earlier,1969,Bare your soul,,Medium,Baritone
Tina Turner,Proud Mary,R and B,90s,1993,Swagger,,Hard,Soprano
Tina Turner,What’s Love Got To Do With It,Pop,80s,1984,Bare your soul,,Hard,Mezzo
TLC,Waterfalls,R and B,90s,1994,"Bare your soul, Swagger",Group,Easy,Alto
TLC,No Scrubs,R and B,90s,1999,"Swagger, Just dance",Group,Medium,Mezzo
Tom Jones,It’s Not Unusual,Pop,60s and earlier,1967,Get happy,,Medium,Tenor
Toni Braxton,Un-Break My Heart,R and B,90s,1996,Bare your soul,,Medium,Alto
Toto,Africa,Pop,80s,1982,Just dance,,Hard,Tenor
Tracy Chapman,Fast Car,Folk,80s,1988,Bare your soul,,Easy,Alto
Tracy Chapman,Give Me One Reason,Rock,90s,1995,"Rage on, Swagger",,Medium,Alto
Vanessa Carlton,A Thousand Miles,Pop,2000s,2002,Bare your soul,,Easy,Alto
Weezer,Say It Ain’t So,Rock,90s,1994,"Bare your soul, Rage on",,Medium,Bass
Wham!,Wake Me Up Before You Go-Go,Pop,80s,1984,"Get happy, Just dance",,Medium,Baritone
When In Rome,The Promise,Rock,80s,1988,"Just dance, Get happy",,Medium,Baritone
Whitney Houston,How Will I Know,R and B,80s,1985,"Get happy, Just dance",,Hard,Soprano
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),R and B,80s,1987,"Just dance, Get happy",,Medium,Soprano
Whitney Houston,I Have Nothing,Pop,90s,1993,Bare your soul,,Hard,Soprano
Wilson Phillips,Hold On,Pop,90s,1990,Get happy,,Medium,Mezzo
Wilson Pickett,Mustang Sally,R and B,60s and earlier,1966,"Just dance, Get happy, Swagger",,Easy,Tenor
Zac Efron and Vanessa Anne Hudgens,Start of Something New,Pop,2000s,2006,"Bare your soul, Get happy",Duet,Medium,"Mezzo, Baritone"
Sting,If I Ever Lose My Faith in You,Pop,90s,1993,"Just dance, Bare your soul",,Hard,Tenor
Madonna,Vogue,Pop,90s,1990,Just dance,,Medium,Alto
Janet Jackson,Together Again,Pop,90s,1997,Just dance,,Easy,Alto
Metallica,Here Comes Revenge,Rock,2010s and beyond,2016,Rage on,,Medium,Baritone
The Runaways,Cherry Bomb,Rock,70s,1976,Rage on,,Medium,Soprano
Heart,Barracuda,Rock,70s,1977,"Rage on, Swagger",,Medium,Soprano
Patti Smith,Because the Night,Rock,70s,1975,"Bare your soul, Swagger",,Easy,Alto
ABBA,"Money, Money, Money",Pop,70s,1977,Just dance,,Medium,Alto
Elton John,Goodbye Yellow Brick Road,Pop,70s,1973,Bare your soul,,Hard,Tenor
Foreigner,Hot-Blooded,Rock,80s,1982,Swagger,,Medium,Tenor
Van Halen,Panama,Rock,80s,1984,Swagger,,Hard,Tenor
The Go-Go’s,Vacation,Rock,80s,1982,"Get happy, Just dance",,Easy,Alto
Cher,I Found Someone,Pop,80s,1987,"Bare your soul, Rage on",,Medium,Mezzo
Survivor,Eye of the Tiger,Rock,80s,1982,Swagger,,Medium,Tenor
Papa roach,Burn,Rock,2010s and beyond,2010,Rage on,,Medium,Baritone
Aretha Franklin,Rock Steady,R and B,70s,1972,"Rage on, Swagger",,Hard,Soprano
Suzi Quatro,Wild One,Rock,70s,1974,"Rage on, Swagger",,Medium,Soprano
Sex Pistols,God Save the Queen,Rock,70s,1977,Rage on,,Easy,Bass
Phil Collins,I Don’t Care Anymore,Rock,80s,1982,Rage on,,Medium,Baritone
Linda Ronstadt,You’re No Good,Pop,70s,1974,Rage on,,Medium,Soprano
Linda Ronstadt,When Will I Be Loved,Pop,70s,1974,Get happy,,Easy,Alto
James Taylor,Angry Blues,Folk,70s,1975,Rage on,,Medium,Bass
The Clash,London Calling,Rock,70s,1979,Rage on,,Easy,Bass
Technotronic,Pump up the Jam,Dance,80s,1989,Just dance,,Medium,Alto
The Bangles,Walk Like an Egyptian,Pop,80s,1985,Just dance,,Medium,Alto
Hank Williams Jr,A Country Boy Can Survive,Country,80s,1981,Swagger,,Easy,Bass
Hall and Oats,Maneater,Pop,80s,1982,Swagger,,Medium,Tenor
Lionel Richie,All Night Long,Pop,80s,1983,Swagger,,Easy,Tenor
Michael Jackson,Beat It,Pop,80s,1982,Swagger,,Easy,Tenor
The Smiths,There Is a Light That Never Goes Out,Rock,80s,1986,Bare your soul,,Easy,Bass
Sister Sledge,We Are Family,R and B,70s,1979,Get happy,,Medium,Alto
Bananarama,Venus,Pop,80s,1986,Get happy,,Medium,Alto
Sex Pistols,My Way,Rock,70s,1978,Rage on,,Easy,Bass
The Greg Kihn Band,The Breakup Song,Rock,80s,1981,Rage on,,Easy,Bass
Bon Jovi,Wanted Dead Or Alive,Rock,80s,1986,Rage on,,Medium,Tenor
Sammy Hagar,I Can’t Drive 55,Rock,80s,1984,Rage on,,Medium,Tenor
Bruce Springsteen,Born In The U.S.A,Rock,80s,1984,Rage on,,Medium,Tenor
Donna Summer,She Works Hard for the Money,Pop,80s,1983,Rage on,,Medium,Alto
The Pretenders,My City Was Gone,Rock,80s,1984,Rage on,,Easy,Alto
Pat Benatar,Heartbreaker,Rock,70s,1979,Rage on,,Hard,Mezzo
Roxette,It Must Have Been Love,Pop,80s,1987,Bare your soul,,Medium,Mezzo
The Foundations,Build Me Up Buttercup,Pop,60s and earlier,1968,Get happy,,Medium,Tenor
